Address;Price;Beds;Baths;Sizes
13020 Evelina St, Sylmar, CA 91342;$999,999;5;3;2,879sqft
153 N Hanford Ave, San Pedro, CA 90732;$799,000;3;2;1,592sqft
6939 Alabama Ave Unit 112, Canoga Park, CA 91303;$420,000;2;2;1,003sqft
1723 Rising Glen Rd, Los Angeles, CA 90069;$13,700,000;5;6;5,521sqft
3323 Linda Vista Ter, Los Angeles, CA 90032;$788,800;6;3;2,370sqft
5426 Valley Ridge Ave, Los Angeles, CA 90043;$1,099,000;3;2;1,640sqft
7777 W 91st St Unit E2132, Playa Del Rey, CA 90293;$735,000;3;2;1,228sqft
6127 S Harcourt Ave, Los Angeles, CA 90043;$1,100,000;3;2;1,897sqft
311 N Heliotrope Dr, Los Angeles, CA 90004;$1,250,000;4;2;2,569sqft
11303 Paseo La Cumbre, Porter Ranch, CA 91326;$724,999;2;2;1,350sqft
10209 Ruffner Ave, Granada Hills, CA 91343;$969,000;4;2.5;1,887sqft
1111 S Grand Ave Apt 610, Los Angeles, CA 90015;$609,000;1;1;840sqft
11336 Baird Ave, Porter Ranch, CA 91326;$999,950;4;3;2,174sqft
3836 Oak Hill Ave, Los Angeles, CA 90032;$1,800,000;4;4;3,908sqft
2207 Prospect Ave, Venice, CA 90291;$1,595,000;2;2;1,516sqft
533 S St Andrews Pl Unit 107, Los Angeles, CA 90020;$460,000;1;1;700sqft
11872 Mariposa Bay Ln, Porter Ranch, CA 91326;$1,399,000;5;3;2,712sqft
4522 St Elmo Dr, Los Angeles, CA 90019;$1,600,000;4;4;3,838sqft
1135 Rexford Dr Apt 103, Los Angeles, CA 90035;$895,000;2;2.5;1,408sqft
17437 Oak Creek Ct, Encino, CA 91316;$3,400,000;5;6.5;5,616sqft
4170 Fair Ave Ph 7, Studio City, CA 91602;$782,688;2;2;1,120sqft
23601 Ladrillo St, Woodland Hills, CA 91367;$1,895,000;4;3;3,024sqft
4035 Beethoven St, Los Angeles, CA 90066;$1,299,000;2;1;1,078sqft
9757 White Oak Ave, Northridge, CA 91325;$1,365,000;4;3;2,680sqft
5253 Vantage Ave Unit 105, Valley Village, CA 91607;$995,000;4;2;1,810sqft
939 N Oxford Ave, Los Angeles, CA 90029;$2,500,000;14;10;7,462sqft
10621 Ohio Ave, Los Angeles, CA 90024;$5,995,000;7;7;5,560sqft
1647 Enterprise Dr, San Pedro, CA 90732;$966,590;3;2.5;1,743sqft
7403 Mia Ln Unit 1, Van Nuys, CA 91405;$849,000;3;3.5;1,500sqft
7912 El Manor Ave, Los Angeles, CA 90045;$2,295,000;3;3;2,285sqft
1221 N Bundy Dr, Los Angeles, CA 90049;$3,795,000;5;4;3,060sqft
13940 Hartsook St, Sherman Oaks, CA 91423;$1,799,000;4;3.5;2,033sqft
4723 August St, Los Angeles, CA 90008;$4,500,000;36;32;20,680sqft
6919 Paseo Del Serra, Los Angeles, CA 90068;$3,400,000;9;7;2,387sqft
1000 Figueroa St Spc 19, Wilmington, CA 90744;$129,900;2;2;2,736sqft
15455 Glenoaks Blvd Spc 408, Sylmar, CA 91342;$399,000;3;2;2,221sqft
3308 Garnet St, County Los Angeles, CA 90023;$610,000;2;1;1,047sqft
514 N Commonwealth Ave, Los Angeles, CA 90004;$1,200,000;4;3;1,338sqft
11701 Compton Ave, Los Angeles, CA 90059;$550,000;2;2;1,184sqft
15425 Sherman Way Apt 237, Van Nuys, CA 91406;$429,000;2;2;930sqft
4214 Eugene St, Los Angeles, CA 90063;$969,000;7;2;2,306sqft
542 W 105th St, Los Angeles, CA 90044;$525,000;3;1;1,290sqft
1502 W 205th St, Torrance, CA 90501;$858,888;6;3;2,546sqft
5349 Newcastle Ave Apt 25, Encino, CA 91316;$459,000;2;2;1,024sqft
7814 McGroarty St, Sunland, CA 91040;$1,600,000;4;4;3,531sqft
1152 W 76th St, Los Angeles, CA 90044;$650,000;3;3;1,640sqft
1900 W 77th St, Los Angeles, CA 90047;$799,000;3;2;1,945sqft
7850 Elmer Ave, Sun Valley, CA 91352;$700,000;3;1.5;1,087sqft
7120 N Marisa Rd, Van Nuys, CA 91405;$830,000;3;3;1,901sqft
1045 E 42nd Pl, Los Angeles, CA 90011;$720,000;4;3;1,894sqft
9418 Compton Ave, Los Angeles, CA 90002;$625,000;4;2;1,128sqft
4499 Via Marisol Apt 215, Los Angeles, CA 90042;$549,900;2;1;1,025sqft
24684 Gilmore St, West Hills, CA 91307;$1,900,000;5;5;4,748sqft
929 W 79th St, Los Angeles, CA 90044;$725,000;4;3;2,118sqft
735 E 87th St, Los Angeles, CA 90002;$765,000;8;6;1,508sqft
1130 S Hoover St, Los Angeles, CA 90006;$1,449,000;7;3.5;3,900sqft
1288 Angelo Dr, Beverly Hills, CA 90210;$14,875,000;4;4.5;5,514sqft
9939 Gothic Ave, North Hills, CA 91343;$890,000;3;2;1,584sqft
536 N Palos Verdes St, San Pedro, CA 90731;$825,000;5;3;2,175sqft
757 S Windsor Blvd, Los Angeles, CA 90005;$2,895,000;4;4.5;3,188sqft
17447 Tuscan Dr, Granada Hills, CA 91344;$1,150,000;4;3;2,397sqft
1575 Ellsmere Ave, Los Angeles, CA 90019;$1,399,000;2;2;1,489sqft
981 W Elberon Ave, San Pedro, CA 90731;$739,000;2;1;1,090sqft
17363 Lassen St, Northridge, CA 91325;$899,000;3;2;1,696sqft
338 Hobart Pl, Los Angeles, CA 90004;$1,100,000;3;1;1,248sqft
4404 Clayton Ave, Los Angeles, CA 90027;$1,549,000;5;5;2,756sqft
5849 Valley Circle Blvd, Woodland Hills, CA 91367;$1,450,000;4;2;2,497sqft
13065 Addison St, Sherman Oaks, CA 91423;$1,998,000;4;3.5;3,223sqft
3820 Cody Rd, Sherman Oaks, CA 91403;$3,995,000;4;4;3,661sqft
4437 Avocado St Apt 101, Los Angeles, CA 90027;$1,009,000;2;2.5;1,354sqft
8357 Yucca Trl, Los Angeles, CA 90046;$1,700,000;3;3;1,568sqft
2405 S Holt Ave, Los Angeles, CA 90034;$1,499,000;3;2;1,468sqft
10390 LA Grange Ave Apt 103, Los Angeles, CA 90025;$1,750,000;3;3.5;2,207sqft
11947 Juniette St, Culver City, CA 90230;$1,750,000;5;2;1,779sqft
4211 Redwood Ave Unit 402, Los Angeles, CA 90066;$1,289,000;2;2;1,470sqft
15473 LA Maida St, Sherman Oaks, CA 91403;$3,995,000;5;5.5;4,000sqft
6615 Southside Dr, East Los Angeles, CA 90022;$499,900;3;2;1,476sqft
10449 Foothill Blvd, Lake View Terrace, CA 91342;$1,100,000;4;4;2,816sqft
355 W 124th St, Los Angeles, CA 90061;$789,000;4;3;1,720sqft
413 E 95th St, Los Angeles, CA 90003;$650,000;3;2;1,378sqft
14265 Terra Bella St Unit 62, Panorama City, CA 91402;$539,000;3;2.5;1,450sqft
4759 Don Ricardo Dr Unit 12, Los Angeles, CA 90008;$810,000;2;3;1,421sqft
13631 Eldridge Ave, Sylmar, CA 91342;$765,000;4;4;2,317sqft
10251 Haddon Ave, Pacoima, CA 91331;$850,000;5;3;2,220sqft
1073 W 25th St, San Pedro, CA 90731;$639,000;3;2;1,364sqft
5403 Newcastle Ave Apt 32, Encino, CA 91316;$459,000;2;2;944sqft
5159 Clinton St, Los Angeles, CA 90004;$898,000;3;2;994sqft
W Blvd, Los Angeles, CA 90015;$10,686,970;3;4;6,590sqft
14592 Lyle St, Sylmar, CA 91342;$649,000;3;2;875sqft
4567 Lexington Ave Apt 102, Los Angeles, CA 90029;$699,000;2;2;1,010sqft
7501 Linley Ln, Canoga Park, CA 91304;$1,897,000;6;6.5;3,846sqft
6042 Delphi St, Los Angeles, CA 90042;$1,075,000;3;3;1,280sqft
8920 Cadillac Ave, Los Angeles, CA 90034;$999,000;2;2;1,816sqft
9763 Via Pavia, Burbank, CA 91504;$714,900;3;2.5;1,664sqft
815 N Las Palmas Ave Apt 303, Los Angeles, CA 90038;$925,000;2;3;1,299sqft
5512 S Van Ness Ave, Los Angeles, CA 90062;$775,000;3;2;1,082sqft
14844 Lull St, Van Nuys, CA 91405;$899,000;4;3.5;1,710sqft
19714 Romar St, Chatsworth, CA 91311;$1,279,999;4;4;2,623sqft
8707 Topanga Canyon Blvd, West Hills, CA 91304;$1,049,000;4;3;2,106sqft
10267-1/2 Tujunga Canyon Blvd, Tujunga, CA 91042;$740,000;2;2;818sqft
6313 Murietta Ave, Valley Glen, CA 91401;$799,990;2;2;1,525sqft
5179 Knollwood Way, Woodland Hills, CA 91364;$1,299,000;4;3;2,676sqft
6714 Gloria Ave, Lake Balboa, CA 91406;$899,000;3;2;1,547sqft
16421 Armstead St, Granada Hills, CA 91344;$899,000;3;2;1,250sqft
11918 Kiowa Ave Apt 203, Brentwood, CA 90049;$999,000;2;2;1,395sqft
5814 Virginia Ave, Los Angeles, CA 90038;$1,395,000;2;4;2,263sqft
23333 Canzonet St, Woodland Hills, CA 91367;$1,529,000;3;3;2,165sqft
2960 James M Wood Blvd, Los Angeles, CA 90006;$2,700,000;1;12;6,800sqft
352 S Benton Way, Los Angeles, CA 90057;$1,399,000;4;3;2,080sqft
13700 Marina Pointe Dr Unit 1411, Marina del Rey, CA 90292;$1,499,000;2;2.5;1,459sqft
13133 Victory Blvd, Valley Glen, CA 91401;$1,075,000;4;4;2,143sqft
6334 W 80th Pl, Los Angeles, CA 90045;$2,295,000;4;3;1,972sqft
700 Angelus Pl, Venice, CA 90291;$2,325,000;5;4.5;2,463sqft
9737 White Oak Ave, Northridge, CA 91325;$1,150,000;3;2;1,354sqft
282 Bentley Cir, Los Angeles, CA 90049;$6,999,000;4;4.5;3,800sqft
934 Arapahoe St, Los Angeles, CA 90006;$3,550,000;22;13;9,270sqft
906 912 N Virgil Ave, Los Angeles, CA 90029;$4,495,000;16;16;11,588sqft
10777 Wellworth Ave, Los Angeles, CA 90024;$2,495,000;3;3;2,012sqft
1410 E 107th St, Los Angeles, CA 90002;$649,500;2;1;913sqft
9047 Willis Ave Unit 9, Panorama City, CA 91402;$375,000;2;2;1,190sqft
1414 E 107th St, Los Angeles, CA 90002;$649,500;3;1;888sqft
3978 Denker Ave, Los Angeles, CA 90062;$899,000;3;2;1,429sqft
1640 W 105th St, Los Angeles, CA 90047;$650,000;2;1;884sqft
5520 Fortuna St, Los Angeles, CA 90011;$515,000;3;1;780sqft
10231 Independence Ave Unit D22, Chatsworth, CA 91311;$659,999;3;3;1,763sqft
15884 Swain St, Sylmar, CA 91342;$995,000;4;2;2,026sqft
9761 Via Nola, Burbank, CA 91504;$778,000;3;3;1,478sqft
3418 E 8th St, Los Angeles, CA 90023;$600,000;2;1;804sqft
14937 Sherman Way Apt 2, Van Nuys, CA 91405;$569,000;3;2.5;1,394sqft
11319 Kelowna St, Lake View Terrace, CA 91342;$729,000;3;2;1,390sqft
986 Baycrest Ln Apt G, Los Angeles, CA 90710;$399,000;2;1;727sqft
21555 Burbank Blvd Unit 59, Woodland Hills, CA 91367;$500,000;2;1.5;895sqft
17045 Roscoe Blvd Unit 17, Northridge, CA 91325;$425,000;2;2;1,071sqft
740 N St Andrews Pl, Los Angeles, CA 90038;$1,750,000;8;8;5,776sqft
18947 Kilfinan St, Porter Ranch, CA 91326;$1,199,000;5;3;2,825sqft
20258 Hamlin St, Winnetka, CA 91306;$879,000;3;3;1,704sqft
506 N Carmelina Ave, Los Angeles, CA 90049;$10,575,000;5;6;3,029sqft
14960 Dickens St Unit 210, Sherman Oaks, CA 91403;$730,000;2;2;1,185sqft
11673 Remington St, Sylmar, CA 91342;$780,000;3;2;1,179sqft
16901 Bircher St, Granada Hills, CA 91344;$865,000;4;2;1,486sqft
2478 Colorado Blvd, Eagle Rock, CA 90041;$950,000;3;2;1,062sqft
10747 Wilshire Blvd Apt 1207, Los Angeles, CA 90024;$749,000;2;2;974sqft
4219 Sherman Oaks Ave, Sherman Oaks, CA 91403;$2,178,000;4;3;3,073sqft
1418 W 216th St, Torrance, CA 90501;$900,000;5;3;1,717sqft
8012 Jayseel St, Sunland, CA 91040;$1,199,000;3;2;1,880sqft
10527 Yolanda Ave, Porter Ranch, CA 91326;$1,299,000;4;3;1,901sqft
3208 Oakley Dr, Los Angeles, CA 90068;$2,750,000;7;7.5;5,489sqft
1170 S Lucerne Blvd, Los Angeles, CA 90019;$1,099,900;2;1;1,064sqft
17337 Saticoy St, Northridge, CA 91325;$888,000;3;2;1,267sqft
2094 City Vista Dr, Los Angeles, CA 90049;$3,495,000;4;4;4,495sqft
5220 Melvin Ave, Tarzana, CA 91356;$1,999,999;6;4;3,974sqft
13515 Addison St, Sherman Oaks, CA 91423;$1,875,000;4;3;2,243sqft
1245 N New Hampshire Ave Unit 1, Los Angeles, CA 90029;$1,099,000;3;3.5;1,479sqft
3542 Butler Ave, Los Angeles, CA 90066;$1,425,000;3;2;1,320sqft
6407 S Sherbourne Dr, Los Angeles, CA 90056;$2,510,000;5;4;3,624sqft
6601 Drexel Ave, Los Angeles, CA 90048;$2,999,900;3;3.5;2,553sqft
4930 Coldwater Canyon Ave, Sherman Oaks, CA 91423;$10,000,000;28;36;22,524sqft
1323 S Meyler St, San Pedro, CA 90731;$1,099,000;18;15;2,895sqft
12450 Valley Vista Way, Sylmar, CA 91342;$895,000;4;3;2,885sqft
14733 Tupper St, Panorama City, CA 91402;$799,000;4;3.5;2,304sqft
146 W 45th St, Los Angeles, CA 90037;$459,900;2;1;708sqft
2551 N Hancock Walk, Los Angeles, CA 90031;$790,000;4;2;1,524sqft
6064 Hazelhurst Pl Unit 4, North Hollywood, CA 91606;$776,000;3;3;1,500sqft
11154 Archwood St, North Hollywood, CA 91606;$749,000;3;2;1,100sqft
4500 Richard Dr, Los Angeles, CA 90032;$795,000;3;2;1,269sqft
421 S La Fayette Park Pl Apt 516, Los Angeles, CA 90057;$459,000;1;1;798sqft
6542 Day St, Tujunga, CA 91042;$1,150,000;4;2.5;2,123sqft
5151 Baza Ave, Woodland Hills, CA 91364;$1,399,000;3;3.5;2,977sqft
10058 Tujunga Canyon Blvd, Tujunga, CA 91042;$750,000;3;1;1,256sqft
9811 Easton Dr, Beverly Hills, CA 90210;$1,650,000;3;3;1,837sqft
9840 Aldea Ave, Northridge, CA 91325;$1,695,000;5;3;3,391sqft
531 N Rossmore Ave Apt 103, Los Angeles, CA 90004;$899,000;2;2;1,384sqft
5702-5704 Stansbury Ave, Sherman Oaks, CA 91401;$2,999,000;6;5;3,928sqft
720 Waterloo St Apt 2, Los Angeles, CA 90026;$699,000;2;2.5;1,152sqft
8201 Bellgave Pl, Los Angeles, CA 90069;$39,995,000;4;4.5;The squareFeet cannot be shown
12439 Kling St, Studio City, CA 91604;$3,795,000;5;5.5;5,700sqft
5453 Hazeltine Ave, Sherman Oaks, CA 91401;$1,700,000;4;2;1,840sqft
8342 Valecrest Dr, Sun Valley, CA 91352;$1,100,000;3;2;1,134sqft
1416 N Sycamore Ave, Los Angeles, CA 90028;$1,699,000;3;2;1,456sqft
9144 Tujunga Canyon Blvd, Tujunga, CA 91042;$699,777;2;2.5;1,210sqft
3428 Fletcher Dr, Los Angeles, CA 90065;$1,200,000;3;3;1,290sqft
1021 Larker Ave, Los Angeles, CA 90042;$1,449,000;3;3;2,095sqft
6179 Le Sage Ave, Woodland Hills, CA 91367;$1,399,000;3;2.5;1,675sqft
5431 S Chariton Ave, Los Angeles, CA 90056;$3,100,000;6;6;5,821sqft
17115 Bullock St, Encino, CA 91316;$1,799,999;3;2;1,470sqft
1411 N Detroit St Unit 305, West Hollywood, CA 90046;$899,000;2;2;1,470sqft
6320 Aldama St, Los Angeles, CA 90042;$1,249,000;4;2;1,870sqft
12814 N Watt Ln Unit A, Sylmar, CA 91342;$585,000;2;3;1,340sqft
11953 Rochester Ave, Los Angeles, CA 90025;$3,995,000;12;10;7,603sqft
1236 E 46th St, Los Angeles, CA 90011;$748,888;5;2;1,889sqft
8726 Ivy St, Los Angeles, CA 90002;$689,000;6;4;2,340sqft
10714 Gorman Ave, Los Angeles, CA 90059;$649,999;4;2;1,650sqft
1228 E 123rd St, Los Angeles, CA 90059;$599,000;3;1;1,011sqft
421 S La Fayette Park Pl Apt 303, Los Angeles, CA 90057;$645,000;2;2;1,309sqft
2251 E 105th St, Los Angeles, CA 90002;$540,000;2;2;1,368sqft
9409 Baring Cross St, Los Angeles, CA 90044;$499,000;1;1;1,437sqft
1854 W 79th St, Los Angeles, CA 90047;$729,500;2;1;1,033sqft
1059 N Stone St, Los Angeles, CA 90063;$1,089,000;7;7;2,004sqft
939 S Broadway Apt 308, Los Angeles, CA 90015;$639,000;2;1;940sqft
2753 Waverly Dr Apt 602, Los Angeles, CA 90039;$975,000;2;2.5;1,243sqft
20507 Mayall St, Chatsworth, CA 91311;$999,000;3;2.5;2,180sqft
1559 Winona Blvd Apt 2F, Los Angeles, CA 90027;$774,900;3;3;1,623sqft
22747 Dale Ct, Chatsworth, CA 91311;$1,820,000;3;3.5;3,965sqft
409 Mar Vista Ave, Wilmington, CA 90744;$649,000;3;2;1,137sqft
1475 Stonewood Ct, San Pedro, CA 90732;$750,000;3;2.5;1,595sqft
142 W 91st St, Los Angeles, CA 90003;$1,195,000;10;6;3,734sqft
2911 Halldale Ave, Los Angeles, CA 90018;$925,000;3;2;2,464sqft
1050 S Grand Ave Unit 1308, Los Angeles, CA 90015;$699,000;1;1;840sqft
2913 Brighton Ave, Los Angeles, CA 90018;$1,350,000;4;2.5;2,558sqft
4800 Coliseum St, Los Angeles, CA 90016;$1,625,000;12;8;7,236sqft
6908 Varna Ave, Valley Glen, CA 91405;$1,599,000;4;4;3,049sqft
810 S Lucerne Blvd Apt 303, Los Angeles, CA 90005;$987,000;3;3;1,391sqft
501 N Saltair Ave, Los Angeles, CA 90049;$12,000,000;2;4;2,907sqft
11413 Oakford Ln, Porter Ranch, CA 91326;$898,800;3;3;1,845sqft
20258 Via Medici, Porter Ranch, CA 91326;$2,088,800;5;5.5;4,721sqft
853 Temple Ter, Los Angeles, CA 90042;$789,000;2;2.5;1,416sqft
1443 Mount Pleasant St, Los Angeles, CA 90042;$1,300,000;3;3.5;1,918sqft
1754 N LA Brea Ave, Los Angeles, CA 90046;$1,900,000;6;4;4,456sqft
719 S Beverly Glen Blvd, Los Angeles, CA 90024;$8,950,000;5;6;5,224sqft
1750 N LA Brea Ave, Los Angeles, CA 90046;$1,895,000;4;4;4,046sqft
310 S Gramercy Pl, Los Angeles, CA 90020;$2,550,000;11;9;6,300sqft
1235 S Tremaine Ave, Los Angeles, CA 90019;$1,495,000;6;2;3,443sqft
2655 Nottingham Ave, Los Angeles, CA 90027;$2,995,000;5;4;3,465sqft
1506 2nd Ave, Los Angeles, CA 90019;$2,995,000;18;10;7,619sqft
1060 Carrara Pl, Los Angeles, CA 90049;$7,850,000;5;5.5;5,439sqft
10108 Empyrean Way Apt 102, Los Angeles, CA 90067;$3,975,000;2;2.5;2,616sqft
4600 Via Dolce Unit 2209, Marina del Rey, CA 90292;$1,250,000;2;2;1,613sqft
1601 S Bentley Ave Apt 401, Los Angeles, CA 90025;$1,045,000;2;2.5;1,542sqft
13652 Oak Canyon Ave, Sherman Oaks, CA 91423;$1,199,000;3;2;1,756sqft
8812 Ramsgate Ave, Los Angeles, CA 90045;$1,500,000;6;3;2,352sqft
560 Radcliffe Ave, Pacific Palisades, CA 90272;$4,950,000;4;4.5;3,532sqft
3627 W 64th St, Los Angeles, CA 90043;$825,000;3;2;1,708sqft
7718 Brighton Ave, Los Angeles, CA 90047;$795,000;3;2;1,552sqft
7127 Goodland Ave, North Hollywood, CA 91605;$895,000;3;2;2,206sqft
638 Siena Way, Los Angeles, CA 90077;$47,500,000;8;8.5;17,401sqft
1041 S Record Ave, Los Angeles, CA 90023;$579,000;2;1;792sqft
6609 Burnet Ave, Van Nuys, CA 91405;$830,000;2;2;1,724sqft
1260 Bel Air Rd, Los Angeles, CA 90077;$17,450,000;6;7.5;9,000sqft
2744 Fairmount St, Los Angeles, CA 90033;$800,000;6;3;2,568sqft
24629 Magnolia Pl, Harbor City, CA 90710;$810,000;3;3;1,640sqft
22510 Ballinger St, Chatsworth, CA 91311;$1,789,000;5;4;3,741sqft
6121 E Olympic Blvd, Los Angeles, CA 90022;$525,000;3;2;1,093sqft
223 N Coronado St, Los Angeles, CA 90026;$1,425,000;4;3;2,822sqft
11630 Moraga Ln, Los Angeles, CA 90049;$26,500,000;7;13;19,127sqft
1529 Amalfi Dr, Pacific Palisades, CA 90272;$19,750,000;6;7.5;9,351sqft
940 Elden Ave Unit 407, Los Angeles, CA 90006;$859,000;3;2;1,440sqft
127 W 94th St, Los Angeles, CA 90003;$615,000;4;2;1,120sqft
849 S Broadway Apt 806, Los Angeles, CA 90014;$895,000;1;1;1,120sqft
10448 Willowbrae Ave, Chatsworth, CA 91311;$980,000;4;2;1,687sqft
1630 S Ridgeley Dr, Los Angeles, CA 90019;$999,000;4;2;1,420sqft
7846 Agnes Ave, North Hollywood, CA 91605;$1,100,000;5;3;2,425sqft
13439 Erwin St, Valley Glen, CA 91401;$989,000;2;2;1,164sqft
8110 Manitoba St Apt 214, Playa Del Rey, CA 90293;$679,000;2;1;906sqft
5915 Simpson Ave, Valley Village, CA 91607;$949,000;3;2;1,200sqft
9212 Hazen Dr, Beverly Hills, CA 90210;$9,495,000;5;5.5;7,450sqft
1232 Park Western Pl, San Pedro, CA 90732;$1,300,000;9;5;4,132sqft
10401 Wyton Dr, Los Angeles, CA 90024;$9,399,999;8;10;7,371sqft
521 N Robinwood Dr, Los Angeles, CA 90049;$6,999,000;5;6.5;5,981sqft
20525 Vista De Oro Pl, Woodland Hills, CA 91364;$2,349,000;4;3.5;3,407sqft
2300 Ronda Vista Dr, Los Angeles, CA 90027;$2,495,000;3;3.5;2,719sqft
5909 Texhoma Ave, Encino, CA 91316;$1,240,000;4;3;1,615sqft
17600 Tarzana St, Encino, CA 91316;$5,749,950;5;6.5;6,100sqft
123 S Clark Dr Apt 303, West Hollywood, CA 90048;$1,250,000;3;3;1,666sqft
4031 Vanalden Ave, Tarzana, CA 91356;$2,299,000;4;3.5;3,182sqft
2848 Motor Ave, Los Angeles, CA 90064;$4,695,000;5;4.5;4,246sqft
5555 Carlton Way, Los Angeles, CA 90028;$7,995,000;22;27;13,088sqft
1079 Meadowbrook Ave Apt 6, Los Angeles, CA 90019;$2,800,000;9;9;6,401sqft
8306 Skyline Dr, Los Angeles, CA 90046;$4,650,000;5;4.5;4,863sqft
16948 Livorno Dr, Pacific Palisades, CA 90272;$3,995,000;4;3.5;3,198sqft
10956 Wrightwood Ln, Studio City, CA 91604;$2,695,000;4;3;2,614sqft
455 N Barrington Ave, Los Angeles, CA 90049;$7,695,000;5;5.5;5,222sqft
1529 E Cruces St, Wilmington, CA 90744;$575,000;4;2;1,680sqft
9054 Willis Ave Unit 28, Panorama City, CA 91402;$339,000;3;2;1,031sqft
10861 Moorpark St Unit 105, Toluca Lake, CA 91602;$724,888;3;3;1,777sqft
6608 Miramonte Blvd, Los Angeles, CA 90001;$770,000;3;1;1,128sqft
7215 Yarmouth Ave, Reseda, CA 91335;$875,000;4;3;1,708sqft
10438 Las Lunitas Ave, Tujunga, CA 91042;$799,100;3;2;1,191sqft
7904 Laurel Canyon Blvd Unit 4, North Hollywood, CA 91605;$305,000;1;1;699sqft
1649 W Florence Ave, Los Angeles, CA 90047;$695,000;2;2;The squareFeet cannot be shown
2332 Fox Hills Dr Apt 307, Los Angeles, CA 90064;$920,000;2;3;1,958sqft
854 N Sweetzer Ave, Los Angeles, CA 90069;$1,499,000;4;3;2,454sqft
1150 N Hudson Ave, Los Angeles, CA 90038;$999,500;1;1;662sqft
6623 Andasol Ave, Lake Balboa, CA 91406;$1,298,000;3;2;2,118sqft
645 W 9th St Apt 228, Los Angeles, CA 90015;$495,000;1;1;720sqft
1164 Rosalind Ave, Los Angeles, CA 90023;$625,000;3;1;1,006sqft
19733 Hemmingway St, Winnetka, CA 91306;$899,000;4;2;1,741sqft
16321 Pacific Coast Hwy Spc 136, Pacific Palisades, CA 90272;$429,000;1;1;The squareFeet cannot be shown
6713 Vicky Ave, West Hills, CA 91307;$1,099,000;4;2.5;2,122sqft
4952 Ferndale St, Los Angeles, CA 90016;$1,099,000;6;4;2,472sqft
16417 Lassen St, Northridge, CA 91343;$799,999;4;2;1,400sqft
5658 Hazeltine Ave, Valley Glen, CA 91401;$899,000;3;3;1,671sqft
7135 Hollywood Blvd Apt 303, Los Angeles, CA 90046;$519,000;1;1;727sqft
113 S Mathews St, East Los Angeles, CA 90033;$1,600,000;8;8;5,338sqft
479 Crane Blvd, Los Angeles, CA 90065;$1,399,000;3;3;1,790sqft
Cabrilla at Ponte Vista 27711 S. Windward Way, San Pedro, CA 90732;From$912,000;3;3.5;1,754sqft
10531 Danube Ave, Granada Hills, CA 91344;$839,900;3;2;1,260sqft
1027 Cudahy St, Los Angeles, CA 90032;$940,000;3;2;1,505sqft
Cabrilla at Ponte Vista 27711 S. Windward Way, San Pedro, CA 90732;From$927,000;3;2.5;1,828sqft
771 W 24th St, San Pedro, CA 90731;$1,000,050;4;2;1,782sqft
3969 W Clayton Ave, Los Angeles, CA 90027;$1,450,000;2;1;978sqft
10919 Terecita Rd, Tujunga, CA 91042;$1,022,000;3;2;1,200sqft
3418 Mulldae Ave, San Pedro, CA 90732;$1,389,000;3;2;2,043sqft
1247 S Sycamore Ave, Los Angeles, CA 90019;$2,199,999;6;4;3,280sqft
Cabrilla at Ponte Vista 27711 S. Windward Way, San Pedro, CA 90732;From$982,000;4;3.5;2,025sqft
877 Francisco St Apt 1906, Los Angeles, CA 90017;$1,340,000;2;2;1,311sqft
Cabrilla at Ponte Vista 27711 S. Windward Way, San Pedro, CA 90732;From$937,000;4;3.5;1,828sqft
5715 Corteen Pl, Valley Village, CA 91607;$1,749,900;4;3.5;1,987sqft
411 N LA Jolla Ave, Los Angeles, CA 90048;$2,650,000;5;3;2,686sqft
4176 Klump Ave, Studio City, CA 91602;$1,949,000;4;4;2,270sqft
6544 Saint Clair Ave, North Hollywood, CA 91606;$1,150,000;4;2;1,383sqft
10560 Wilshire Blvd Apt 703, Los Angeles, CA 90024;$1,295,000;2;2.5;1,935sqft
6817 W 88th St, Los Angeles, CA 90045;$1,349,000;3;2;1,348sqft
12663 Rose Ave, Los Angeles, CA 90066;$3,200,000;4;3.5;3,294sqft
19937 Elm Pl, Porter Ranch, CA 91326;$1,255,555;4;3;2,389sqft
722 N Gage Ave, City Terrace, CA 90063;$545,000;4;3;1,432sqft
14738 Tyler St, Sylmar, CA 91342;$735,900;4;2;1,639sqft
1350 N Marine Ave Apt 211, Wilmington, CA 90744;$399,999;2;2;964sqft
1431 S Bedford St Apt 2, Los Angeles, CA 90035;$975,000;3;3;1,401sqft
1283 W 22nd St, Los Angeles, CA 90007;$1,068,000;3;3.5;2,092sqft
257 S Spring St Apt 2G, Los Angeles, CA 90012;$860,000;2;2;1,016sqft
600 W 9th St Apt 811, Los Angeles, CA 90015;$695,000;2;2;1,261sqft
9705 S Normandie Ave, Los Angeles, CA 90044;$700,000;5;4;2,668sqft
847 E 25th St, Los Angeles, CA 90011;$849,990;4;4;1,962sqft
411 E Avenue 39, Los Angeles, CA 90031;$1,695,000;7;3;3,473sqft
7708 Crenshaw Blvd Units 3 & 4, Los Angeles, CA 90043;$340,000;1;1;671sqft
16003 S Orchard Ave, Gardena, CA 90247;$649,000;3;1;1,074sqft
7933 Farralone Ave, Canoga Park, CA 91304;$875,000;3;2;1,809sqft
369 N La Fayette Park Place Pl N Unit 9, Los Angeles, CA 90026;$620,000;2;2;1,035sqft
4040 Via Marisol Apt 214, Los Angeles, CA 90042;$699,000;2;2;1,495sqft
